id,brand,name,price,description,rating,category,product_type,product_colors
871,nyx,Extra Creamy Round Lipstick,0.0,"Extra Creamy Round Lipstick is our classic lipstick for all occasions. The mineral-based emollient formula offers a beautiful velvet texture, saturated color and it resists wear and smudging. It’s your go-to lipstick. From Pure Nude to Pink Lyric to Chic Red, Round Lipstick is available in a jaw-dropping variety of shades.",,lipstick,lipstick,"[{'hex_value': '#CD787B', 'colour_name': 'Milan'}, {'hex_value': '#F3CFCF', 'colour_name': 'Athena'}, {'hex_value': '#F2D0E0', 'colour_name': 'Baby Pink'}, {'hex_value': '#F7D0C9', 'colour_name': 'Sash'}, {'hex_value': '#FBCDD0', 'colour_name': 'Harmonica'}, {'hex_value': '#FFC5B9', 'colour_name': 'Marrakesh Pink'}, {'hex_value': '#F7C9CB', 'colour_name': 'Strawberry Milk'}, {'hex_value': '#F9C3C1', 'colour_name': 'Jupiter'}, {'hex_value': '#F9CABA', 'colour_name': 'Gala'}, {'hex_value': '#FFBFCD', 'colour_name': 'Narcissus'}, {'hex_value': '#F5C3C6', 'colour_name': 'Lip Du Jour'}, {'hex_value': '#FF7C86', 'colour_name': 'Paris'}, {'hex_value': '#FEBDC1', 'colour_name': 'Sky Pink'}, {'hex_value': '#FD9CA7', 'colour_name': 'Rose Bud'}, {'hex_value': '#FD93A9', 'colour_name': 'Flower'}, {'hex_value': '#F9AC9C', 'colour_name': 'Vitamin'}, {'hex_value': '#FC978D', 'colour_name': 'Indian Pink'}, {'hex_value': '#FAA19D', 'colour_name': 'Chic'}, {'hex_value': '#FDA09B', 'colour_name': 'Stella'}, {'hex_value': '#FD9491', 'colour_name': 'Margarita'}, {'hex_value': '#F1757F', 'colour_name': 'Paparazzi'}, {'hex_value': '#FF5E8F', 'colour_name': 'Pink Lyric'}, {'hex_value': '#FF4986', 'colour_name': 'Hot Pink'}, {'hex_value': '#F7BAC1', 'colour_name': 'Christie'}, {'hex_value': '#FD829E', 'colour_name': 'Rose Bouquet'}, {'hex_value': '#D3748C', 'colour_name': 'Gem'}, {'hex_value': '#FDA290', 'colour_name': 'Watermelon'}, {'hex_value': '#E37880', 'colour_name': 'Blush'}, {'hex_value': '#E36974', 'colour_name': 'Fig'}, {'hex_value': '#E07C7C', 'colour_name': 'Tea Rose'}, {'hex_value': '#FF607C', 'colour_name': 'Louisiana'}, {'hex_value': '#FB5468', 'colour_name': 'Spell Bound'}, {'hex_value': '#FB7D92', 'colour_name': 'Gardenia'}, {'hex_value': '#EA6C82', 'colour_name': 'Haute Couture'}, {'hex_value': '#F26198', 'colour_name': 'Shiva'}, {'hex_value': '#F66493', 'colour_name': 'Eucalyptus'}, {'hex_value': '#F8639D', 'colour_name': 'Chloe'}, {'hex_value': '#ED6FAE', 'colour_name': 'Fusion'}, {'hex_value': '#DA7C7C', 'colour_name': 'Peach'}, {'hex_value': '#CA787A', 'colour_name': 'Minimalism'}, {'hex_value': '#F09292', 'colour_name': 'Heather'}, {'hex_value': '#DC6271', 'colour_name': 'Doll'}, {'hex_value': '#C78376', 'colour_name': 'Thalia'}, {'hex_value': '#C88471', 'colour_name': 'Perfect'}, {'hex_value': '#D2736F', 'colour_name': 'B52'}, {'hex_value': '#BF6E7F', 'colour_name': 'Lala'}, {'hex_value': '#C3A4B6', 'colour_name': 'Power'}, {'hex_value': '#E2AED4', 'colour_name': 'Castle'}, {'hex_value': '#CE86B6', 'colour_name': 'Pandora'}, {'hex_value': '#C14E6D', 'colour_name': 'Violet Ray'}, {'hex_value': '#AD4B72', 'colour_name': 'Medusa'}, {'hex_value': '#4D182A', 'colour_name': 'Bruised'}, {'hex_value': '#891A0F', 'colour_name': 'Hestia'}, {'hex_value': '#9D181D', 'colour_name': 'Hero'}, {'hex_value': '#7B1427', 'colour_name': 'Black Cherry'}, {'hex_value': '#DF726F', 'colour_name': 'Hope'}, {'hex_value': '#EC8681', 'colour_name': 'Topaz'}, {'hex_value': '#F25C67', 'colour_name': 'Hebe'}, {'hex_value': '#BF1F11', 'colour_name': 'Snow White'}, {'hex_value': '#D40F18', 'colour_name': 'Electra'}, {'hex_value': '#D50326', 'colour_name': 'Chaos'}, {'hex_value': '#E70F50', 'colour_name': 'Chic Red'}, {'hex_value': '#F1232D', 'colour_name': 'Fire'}, {'hex_value': '#EF1C07', 'colour_name': 'Eros'}, {'hex_value': '#FE7C84', 'colour_name': 'Rose'}, {'hex_value': '#FFA181', 'colour_name': 'NYX'}, {'hex_value': '#FF5B38', 'colour_name': 'Haute Melon'}, {'hex_value': '#FD5A49', 'colour_name': 'Femme'}, {'hex_value': '#FC927C', 'colour_name': 'Peach Bellini'}, {'hex_value': '#FEAE89', 'colour_name': 'Orange Soda'}, {'hex_value': '#E89D7E', 'colour_name': 'Pure Nude'}, {'hex_value': '#D49377', 'colour_name': 'Pumpkin Pie'}, {'hex_value': '#F9C2AE', 'colour_name': 'Iris'}, {'hex_value': '#F2E2C0', 'colour_name': 'Uberchic'}, {'hex_value': '#F0D9BA', 'colour_name': 'Frosted Flakes'}, {'hex_value': '#DEA588', 'colour_name': 'Echo'}, {'hex_value': '#E2A589', 'colour_name': 'Circe'}, {'hex_value': '#E0A789', 'colour_name': 'Honey'}, {'hex_value': '#D2B4AA', 'colour_name': 'Galaxy'}, {'hex_value': '#D39E7F', 'colour_name': 'Rea'}, {'hex_value': '#FDC0AD', 'colour_name': 'Summer Love'}, {'hex_value': '#F69D99', 'colour_name': 'Darling'}, {'hex_value': '#D3856F', 'colour_name': 'Frappucino'}, {'hex_value': '#CE7A62', 'colour_name': 'Heredes'}, {'hex_value': '#CE886F', 'colour_name': 'Mars'}, {'hex_value': '#CB7C6B', 'colour_name': 'Cocoa'}]"
772,clinique,Clinique Pop&trade; Oil Lip & Cheek Glow,,,,,blush,"[{'hex_value': '#BC2F28', 'colour_name': None}]"
719,dior,"
                            Grenat
                            ",0.0,"The sparkling, vibrant tones of Diorific Vernis nail polishes are modeled after precious stones.",,,nail_polish,"[{'hex_value': '#BC2D48', 'colour_name': '673 Ruby'}, {'hex_value': '#970530', 'colour_name': '745 Grenat'}, {'hex_value': '#006D66', 'colour_name': '809 Emerald'}, {'hex_value': '#511B38', 'colour_name': '998 Amethyst'}]"
690,dior,Diorshow Fusion Mono Matte,0.0,"A weightless texture that blends into the skin and dresses the eye in velvety colour. In a single step, it creates an even and intense matte finish for a professional makeup effect.",,,eyeshadow,"[{'hex_value': '#363A3E', 'colour_name': '091 Nocturne'}, {'hex_value': '#E5BAA8', 'colour_name': '721 Songe'}]"
686,dior,DIORBLUSH PRECIOUS ROCKS - Christmas 2017 Limited Edition,0.0,"The new limited-edition Diorblush showcases every facet of the Precious Rocks collection. Printed with a prismatic motif that reflects that of a precious stone, its sheer, peach colour blends seamlessly with your skin to deliver a fresh, crystal-clear complexion.",,,blush,"[{'hex_value': '#EF8687', 'colour_name': '864 Precious Rocks'}]"
657,iman,Cover Cream Clay Medium Deep,,"0.1 oz (3g) Flawless-finish concealer camouflages under-eye circles, blemishes and skin tone imperfections. ",,cream,foundation,"[{'hex_value': '#e5ae86', 'colour_name': 'Sand Medium'}, {'hex_value': '#ac703d', 'colour_name': 'Clay Medium'}, {'hex_value': '#9e6209', 'colour_name': 'Clay Medium Deep'}, {'hex_value': '#793f0d', 'colour_name': 'Earth Medium'}, {'hex_value': '#64300a', 'colour_name': 'Earth Deep'}]"
656,iman,Corrective Concealer Clay,,"0.17 oz Silky and creamy formula smoothes on, covering dark circles, and tiny imperfections. ",,concealer,foundation,"[{'hex_value': '#c47b4d', 'colour_name': 'Clay'}, {'hex_value': '#8f5628', 'colour_name': 'Earth'}]"
655,iman,CC Correct & Cover Clay Medium Deep,,"0.14oz Transforms from powder to cream and corrects with Skin Tone Evener complex, extracts and vitamins. ",,bb_cc,foundation,"[{'hex_value': '#e9b88b', 'colour_name': 'Sand Medium'}, {'hex_value': '#cea176', 'colour_name': 'Clay Medium'}, {'hex_value': '#a0672e', 'colour_name': 'Clay Medium Deep'}, {'hex_value': '#9c6018', 'colour_name': 'Earth Medium'}, {'hex_value': '#784311', 'colour_name': 'Earth Deep'}]"
654,iman,Luxury Blushing Powder Posh,,"0.11oz (3g) Silky powder blush that provides true color with a natural looking, long-lasting finish. Made in China. ",,powder,blush,"[{'hex_value': '#d55c67', 'colour_name': 'Posh'}, {'hex_value': '#ad444a', 'colour_name': 'Peace'}, {'hex_value': '#e38069', 'colour_name': 'Allure'}, {'hex_value': '#b06037', 'colour_name': 'Sunlit Copper'}, {'hex_value': '#6e3b18', 'colour_name': 'Sable'}]"
653,iman,Skin Tone Evener BB Crème Clay Medium,,"1.0 fl oz Skin tone evening Beauty Balm combines skin care and a sheer hint of color that compliments the natural tones of Women with Skin of Color. IMAN Skin Tone Evener Complex, Licorice, Grape Seed, Kokum, Almond, Aloe and Vitamins A,E & C. ",,bb_cc,foundation,"[{'hex_value': '#F2B791', 'colour_name': 'Sand Light'}, {'hex_value': '#ECAD79', 'colour_name': 'Sand Medium'}, {'hex_value': '#DD925F', 'colour_name': 'Clay Medium'}, {'hex_value': '#C77E4D', 'colour_name': 'Clay Medium Deep'}, {'hex_value': '#965831', 'colour_name': 'Earth Medium'}, {'hex_value': '#7C4B2D', 'colour_name': 'Earth Deep'}]"
652,iman,Perfect Eye Pencil Deception,,12 oz (3.4 g) Color your way to beautiful with New IMAN luxury eye shadow pencils. Long wearing eye shadow. Ease of a pencil. Made in China. ,,pencil,eyeshadow,"[{'hex_value': '#F1C6A7', 'colour_name': 'Intrigue'}, {'hex_value': '#C88242', 'colour_name': 'Desire'}, {'hex_value': '#00594F', 'colour_name': 'Deception'}, {'hex_value': '#003865', 'colour_name': 'Forbidden'}, {'hex_value': '#3F2A56', 'colour_name': 'Seduction'}, {'hex_value': '#1D252D', 'colour_name': 'Mystery'}]"
651,iman,Volumize Mascara Black Ink,,"24 oz (7 g) Thick, provocative lashes for a full and sexy flutter. Enhanced with Jojoba and Vitamin E for rich, luscious conditioning. ",,,mascara,[]
650,iman,Perfect Mascara Black,,"0.3oz (8g) Thickens, lengthens and separates lashes ",,,mascara,[]
649,iman,Amplify Mascara Black Ink,,"24oz (7g) Thickens, lengthens & separates lashes. Extends and amplifies each lash, so even the tiniest lashes will not be denied. ",,,mascara,[]
648,iman,Perfect Eyebrow Pencil Blackest Brown,,0.05oz (1.5g) Versatile new product that combines the precise definition of an eye liner and the silky application of an eye shadow and the pearlescent finish of a shimmer powder. Made in China. ,,,eyebrow,[]
647,iman,Perfect Eye Pencil Ebony,,0.05oz (1.5g) Expertly defines & lines eyes. Made in USA. ,,pencil,eyeliner,"[{'hex_value': '#283434', 'colour_name': 'Black Shimmer'}, {'hex_value': '#583939', 'colour_name': 'Nut Bush'}, {'hex_value': '#000000', 'colour_name': 'Jet Black'}]"
646,iman,Luxury Moisturizing Lipstick IMAN Nude,,"13oz (3.7g) Luscious creamy, semi-matte lip color for full coverage and a long-lasting smooth finish. Made in China. ",,lipstick,lipstick,"[{'hex_value': '#d27d56', 'colour_name': 'NEW IMAN Nude'}, {'hex_value': '#c26256', 'colour_name': 'NEW Baby Doll'}, {'hex_value': '#b5432a', 'colour_name': 'NEW Hipster'}, {'hex_value': '#a43a44', 'colour_name': 'NEW Diva'}, {'hex_value': '#632528', 'colour_name': 'NEW Drama Queen'}, {'hex_value': '#602714', 'colour_name': 'NEW Rebel'}, {'hex_value': '#c47636', 'colour_name': 'Sheer Gold'}, {'hex_value': '#a17e49', 'colour_name': 'Citron'}, {'hex_value': '#ff4814', 'colour_name': 'Hot'}, {'hex_value': '#f4436d', 'colour_name': 'Kinky Pink'}, {'hex_value': '#b15336', 'colour_name': 'Paprika'}, {'hex_value': '#d71d32', 'colour_name': 'Iman Red'}, {'hex_value': '#af0061', 'colour_name': 'Flirtatious'}, {'hex_value': '#a32136', 'colour_name': 'Scandalous'}, {'hex_value': '#874e41', 'colour_name': 'Sheer Ice Tea'}, {'hex_value': '#6a494c', 'colour_name': 'Opal'}, {'hex_value': '#73308b', 'colour_name': 'Taboo'}, {'hex_value': '#734942', 'colour_name': 'Jaguar'}, {'hex_value': '#651738', 'colour_name': 'Wild Thing'}, {'hex_value': '#52182c', 'colour_name': 'Black Brandy'}]"
645,iman,Luxury Eye Shadow Bejeweled,,"0.05oz (1.42g) Silky, long-lasting crease-resistant formula crease resistant wear in true-color mattes, and low luster pearls. Made in China. ",,,eyeshadow,"[{'hex_value': '#ffd9ac', 'colour_name': 'White Gold'}, {'hex_value': '#bc8473', 'colour_name': 'Mixed Metal'}, {'hex_value': '#e8e7e3', 'colour_name': 'Mixed Metal'}, {'hex_value': '#6e4e40', 'colour_name': 'Hot Chocolate'}, {'hex_value': '#dbbdb4', 'colour_name': 'Hot Chocolate'}, {'hex_value': '#874d25', 'colour_name': 'Bejeweled'}, {'hex_value': '#de9d7c', 'colour_name': 'Bejeweled'}, {'hex_value': '#99978d', 'colour_name': 'Pewter'}, {'hex_value': '#a05d42', 'colour_name': 'Nutmeg'}, {'hex_value': '#9a6758', 'colour_name': 'Tiger Eye'}, {'hex_value': '#543227', 'colour_name': 'Bronze Goddess'}, {'hex_value': '#b27866', 'colour_name': 'Bronze Goddess'}, {'hex_value': '#7c735b', 'colour_name': 'Safari'}, {'hex_value': '#6b5a73', 'colour_name': 'African Violet'}]"
